TotalPurchases,TotalSpending,AvgPurchaseValue
22,2119,96.31818181818181
4,20,5.0
27,1795,66.48148148148148
19,1188,62.526315789473685
7,43,6.142857142857143
24,1008,42.0
16,1688,105.5
21,684,32.57142857142857
39,1082,27.743589743589745
25,1068,42.72
7,57,8.142857142857142
5,46,9.2
23,733,31.869565217391305
17,467,27.470588235294116
10,122,12.2
7,36,5.142857142857143
5,34,6.8
10,156,15.6
4,14,3.5
5,37,7.4
5,34,6.8
4,20,5.0
11,192,17.454545454545453
17,1379,81.11764705882354
7,48,6.857142857142857
16,428,26.75
27,868,32.148148148148145
27,1001,37.074074074074076
7,59,8.428571428571429
16,431,26.9375
27,971,35.96296296296296
19,348,18.31578947368421
24,2059,85.79166666666667
14,265,18.928571428571427
13,270,20.76923076923077
19,1289,67.84210526315789
16,893,55.8125
22,926,42.09090909090909
9,135,15.0
19,1495,78.6842105263158
9,120,13.333333333333334
20,1288,64.4
17,1743,102.52941176470588
4,15,3.75
20,542,27.1
25,890,35.6
33,1388,42.06060606060606
4,17,4.25
30,906,30.2
6,44,7.333333333333333
5,25,5.0
26,973,37.42307692307692
6,31,5.166666666666667
17,518,30.470588235294116
19,530,27.894736842105264
21,506,24.095238095238095
6,70,11.666666666666666
6,54,9.0
12,296,24.666666666666668
15,266,17.733333333333334
19,747,39.31578947368421
29,895,30.862068965517242
17,1053,61.94117647058823
21,735,35.0
5,20,4.0
10,205,20.5
21,2092,99.61904761904762
14,309,22.071428571428573
22,1722,78.27272727272727
15,900,60.0
20,682,34.1
22,663,30.136363636363637
6,43,7.166666666666667
18,1816,100.88888888888889
27,976,36.148148148148145
21,746,35.523809523809526
6,64,10.666666666666666
5,32,6.4
9,263,29.22222222222222
21,1445,68.80952380952381
5,46,9.2
28,1210,43.214285714285715
24,945,39.375
22,1157,52.59090909090909
8,137,17.125
25,730,29.2
12,216,18.0
23,943,41.0
16,347,21.6875
19,1924,101.26315789473684
17,397,23.352941176470587
22,2089,94.95454545454545
11,138,12.545454545454545
5,42,8.4
17,777,45.705882352941174
20,1902,95.1
7,52,7.428571428571429
13,1651,127.0
13,358,27.53846153846154
16,1727,107.9375
10,210,21.0
5,42,8.4
20,1291,64.55
15,442,29.466666666666665
17,1895,111.47058823529412
19,411,21.63157894736842
19,521,27.42105263157895
17,1168,68.70588235294117
23,493,21.434782608695652
12,260,21.666666666666668
7,46,6.571428571428571
16,319,19.9375
7,96,13.714285714285714
16,1062,66.375
12,232,19.333333333333332
9,76,8.444444444444445
9,54,6.0
11,201,18.272727272727273
14,406,29.0
20,1919,95.95
20,662,33.1
8,41,5.125
14,1600,114.28571428571429
8,134,16.75
10,69,6.9
6,21,3.5
7,54,7.714285714285714
8,91,11.375
18,526,29.22222222222222
8,162,20.25
25,1008,40.32
16,240,15.0
21,795,37.857142857142854
19,1772,93.26315789473684
8,64,8.0
20,1957,97.85
7,78,11.142857142857142
19,1572,82.73684210526316
26,795,30.576923076923077
26,889,34.19230769230769
15,331,22.066666666666666
12,265,22.083333333333332
19,1065,56.05263157894737
4,11,2.75
4,21,5.25
4,17,4.25
16,369,23.0625
6,38,6.333333333333333
11,177,16.09090909090909
12,279,23.25
7,62,8.857142857142858
21,1230,58.57142857142857
11,182,16.545454545454547
10,49,4.9
8,75,9.375
16,227,14.1875
15,215,14.333333333333334
20,444,22.2
5,47,9.4
7,143,20.428571428571427
7,55,7.857142857142857
11,63,5.7272727272727275
22,1867,84.86363636363636
20,611,30.55
18,473,26.27777777777778
6,55,9.166666666666666
7,81,11.571428571428571
21,2086,99.33333333333333
20,1478,73.9
5,49,9.8
15,382,25.466666666666665
9,69,7.666666666666667
6,67,11.166666666666666
6,30,5.0
9,63,7.0
10,79,7.9
5,42,8.4
23,819,35.608695652173914
17,1151,67.70588235294117
20,594,29.7
11,129,11.727272727272727
12,213,17.75
7,67,9.571428571428571
5,28,5.6
6,45,7.5
18,1193,66.27777777777777
12,268,22.333333333333332
12,266,22.166666666666668
5,37,7.4
7,37,5.285714285714286
25,882,35.28
18,373,20.72222222222222
6,35,5.833333333333333
5,42,8.4
17,326,19.176470588235293
17,404,23.764705882352942
6,95,15.833333333333334
14,939,67.07142857142857
5,33,6.6
21,981,46.714285714285715
7,36,5.142857142857143
20,1237,61.85
34,1825,53.6764705882353
9,103,11.444444444444445
12,191,15.916666666666666
25,1586,63.44
14,963,68.78571428571429
26,889,34.19230769230769
7,93,13.285714285714286
21,1587,75.57142857142857
4,16,4.0
32,1375,42.96875
14,393,28.071428571428573
26,1477,56.80769230769231
18,1179,65.5
26,1005,38.65384615384615
21,1348,64.19047619047619
23,1307,56.82608695652174
15,486,32.4
13,2252,173.23076923076923
17,235,13.823529411764707
30,1724,57.46666666666667
11,235,21.363636363636363
28,1092,39.0
17,599,35.23529411764706
19,2008,105.6842105263158
6,48,8.0
32,1174,36.6875
7,67,9.571428571428571
15,365,24.333333333333332
10,165,16.5
11,210,19.09090909090909
26,1095,42.11538461538461
12,223,18.583333333333332
22,597,27.136363636363637
4,22,5.5
24,1064,44.333333333333336
6,74,12.333333333333334
5,26,5.2
5,60,12.0
4,20,5.0
7,59,8.428571428571429
5,34,6.8
12,198,16.5
28,1048,37.42857142857143
21,574,27.333333333333332
17,1029,60.529411764705884
20,670,33.5
16,990,61.875
4,11,2.75
21,1241,59.095238095238095
17,576,33.88235294117647
12,172,14.333333333333334
20,664,33.2
23,928,40.34782608695652
30,2074,69.13333333333334
15,467,31.133333333333333
12,257,21.416666666666668
17,1146,67.41176470588235
20,689,34.45
22,2114,96.0909090909091
21,1346,64.0952380952381
15,1044,69.6
22,493,22.40909090909091
13,957,73.61538461538461
12,270,22.5
5,29,5.8
9,121,13.444444444444445
8,126,15.75
4,23,5.75
8,57,7.125
20,636,31.8
28,1004,35.857142857142854
20,734,36.7
20,614,30.7
21,1453,69.19047619047619
15,1621,108.06666666666666
12,187,15.583333333333334
22,1443,65.5909090909091
6,57,9.5
20,637,31.85
14,948,67.71428571428571
5,59,11.8
4,18,4.5
26,903,34.73076923076923
8,112,14.0
20,596,29.8
13,233,17.923076923076923
11,1511,137.36363636363637
17,1152,67.76470588235294
7,48,6.857142857142857
31,1185,38.225806451612904
4,21,5.25
16,965,60.3125
21,869,41.38095238095238
6,16,2.6666666666666665
16,1947,121.6875
12,71,5.916666666666667
6,65,10.833333333333334
24,1380,57.5
23,1027,44.65217391304348
21,411,19.571428571428573
26,836,32.15384615384615
4,11,2.75
23,480,20.869565217391305
23,606,26.347826086956523
16,284,17.75
14,1472,105.14285714285714
26,1677,64.5
19,1335,70.26315789473684
13,334,25.692307692307693
4,18,4.5
20,1338,66.9
30,1099,36.63333333333333
8,97,12.125
9,63,7.0
9,109,12.11111111111111
21,902,42.95238095238095
20,1574,78.7
9,38,4.222222222222222
24,960,40.0
4,28,7.0
28,1215,43.392857142857146
22,1497,68.04545454545455
17,449,26.41176470588235
24,1064,44.333333333333336
25,1757,70.28
21,1440,68.57142857142857
24,1006,41.916666666666664
23,1226,53.30434782608695
20,1171,58.55
8,92,11.5
8,99,12.375
8,66,8.25
19,564,29.68421052631579
21,1427,67.95238095238095
6,86,14.333333333333334
19,833,43.8421052631579
12,242,20.166666666666668
17,1869,109.94117647058823
29,1364,47.03448275862069
8,183,22.875
18,450,25.0
21,758,36.095238095238095
20,1507,75.35
25,654,26.16
9,81,9.0
1,137,137.0
4,16,4.0
8,93,11.625
18,1158,64.33333333333333
6,43,7.166666666666667
22,1525,69.31818181818181
19,1230,64.73684210526316
6,29,4.833333333333333
5,25,5.0
4,24,6.0
5,38,7.6
7,57,8.142857142857142
12,47,3.9166666666666665
24,813,33.875
22,629,28.59090909090909
17,377,22.176470588235293
14,1612,115.14285714285714
17,729,42.88235294117647
6,50,8.333333333333334
15,270,18.0
9,177,19.666666666666668
13,315,24.23076923076923
23,767,33.34782608695652
26,1071,41.19230769230769
24,1580,65.83333333333333
10,60,6.0
21,573,27.285714285714285
5,41,8.2
10,170,17.0
28,1167,41.67857142857143
25,1526,61.04
21,458,21.80952380952381
6,63,10.5
17,405,23.823529411764707
20,1027,51.35
22,1478,67.18181818181819
5,72,14.4
7,48,6.857142857142857
16,726,45.375
27,860,31.85185185185185
22,1497,68.04545454545455
18,495,27.5
4,20,5.0
19,570,30.0
21,769,36.61904761904762
7,55,7.857142857142857
18,1808,100.44444444444444
7,55,7.857142857142857
18,577,32.05555555555556
8,162,20.25
20,1957,97.85
24,1576,65.66666666666667
17,1616,95.05882352941177
6,36,6.0
22,1482,67.36363636363636
5,22,4.4
6,63,10.5
18,680,37.77777777777778
20,542,27.1
7,50,7.142857142857143
6,39,6.5
28,1043,37.25
14,385,27.5
27,1633,60.48148148148148
5,46,9.2
20,761,38.05
9,76,8.444444444444445
14,290,20.714285714285715
11,89,8.090909090909092
11,70,6.363636363636363
17,1066,62.705882352941174
19,2009,105.73684210526316
19,1345,70.78947368421052
23,764,33.21739130434783
11,195,17.727272727272727
11,53,4.818181818181818
13,368,28.307692307692307
20,544,27.2
25,1853,74.12
6,35,5.833333333333333
18,446,24.77777777777778
31,1180,38.064516129032256
5,41,8.2
22,727,33.04545454545455
6,40,6.666666666666667
26,1062,40.84615384615385
7,40,5.714285714285714
17,292,17.176470588235293
4,15,3.75
17,341,20.058823529411764
13,369,28.384615384615383
17,401,23.58823529411765
17,393,23.11764705882353
4,10,2.5
16,486,30.375
7,69,9.857142857142858
17,1727,101.58823529411765
16,995,62.1875
10,45,4.5
12,182,15.166666666666666
23,989,43.0
18,1677,93.16666666666667
23,595,25.869565217391305
9,156,17.333333333333332
28,1226,43.785714285714285
11,128,11.636363636363637
9,86,9.555555555555555
7,68,9.714285714285714
4,16,4.0
7,55,7.857142857142857
22,2114,96.0909090909091
19,2018,106.21052631578948
15,263,17.533333333333335
7,55,7.857142857142857
24,564,23.5
20,1281,64.05
7,83,11.857142857142858
18,353,19.61111111111111
25,1003,40.12
4,14,3.5
24,902,37.583333333333336
25,1139,45.56
20,797,39.85
25,1638,65.52
17,401,23.58823529411765
11,84,7.636363636363637
18,928,51.55555555555556
11,203,18.454545454545453
16,858,53.625
13,409,31.46153846153846
16,282,17.625
18,1423,79.05555555555556
18,1449,80.5
4,28,7.0
6,67,11.166666666666666
10,199,19.9
22,1453,66.04545454545455
19,1253,65.94736842105263
31,1198,38.645161290322584
10,178,17.8
18,1990,110.55555555555556
14,976,69.71428571428571
15,1001,66.73333333333333
20,1919,95.95
14,350,25.0
25,1650,66.0
5,46,9.2
19,1228,64.63157894736842
7,95,13.571428571428571
9,62,6.888888888888889
26,1761,67.73076923076923
16,467,29.1875
19,1149,60.473684210526315
19,2052,108.0
16,1127,70.4375
21,1416,67.42857142857143
20,1113,55.65
7,125,17.857142857142858
25,966,38.64
5,32,6.4
19,833,43.8421052631579
8,46,5.75
17,960,56.470588235294116
30,1829,60.96666666666667
26,779,29.96153846153846
23,811,35.26086956521739
22,1120,50.90909090909091
20,725,36.25
12,1187,98.91666666666667
18,2302,127.88888888888889
9,66,7.333333333333333
19,1250,65.78947368421052
20,683,34.15
13,305,23.46153846153846
6,50,8.333333333333334
16,995,62.1875
6,41,6.833333333333333
9,77,8.555555555555555
12,171,14.25
7,131,18.714285714285715
5,54,10.8
12,53,4.416666666666667
16,475,29.6875
22,694,31.545454545454547
8,96,12.0
16,361,22.5625
26,1079,41.5
20,578,28.9
7,64,9.142857142857142
13,149,11.461538461538462
17,231,13.588235294117647
21,728,34.666666666666664
23,1778,77.30434782608695
10,93,9.3
4,23,5.75
24,662,27.583333333333332
18,1198,66.55555555555556
11,81,7.363636363636363
10,92,9.2
18,491,27.27777777777778
24,1564,65.16666666666667
24,926,38.583333333333336
19,1910,100.52631578947368
21,411,19.571428571428573
9,94,10.444444444444445
28,1085,38.75
4,23,5.75
0,6,inf
6,54,9.0
29,1150,39.6551724137931
23,1415,61.52173913043478
16,405,25.3125
19,1908,100.42105263157895
26,2486,95.61538461538461
27,1315,48.7037037037037
7,45,6.428571428571429
17,1789,105.23529411764706
4,19,4.75
22,573,26.045454545454547
24,805,33.541666666666664
8,108,13.5
4,23,5.75
23,1493,64.91304347826087
9,89,9.88888888888889
25,936,37.44
16,343,21.4375
20,528,26.4
12,1901,158.41666666666666
22,724,32.90909090909091
7,58,8.285714285714286
16,297,18.5625
21,488,23.238095238095237
23,859,37.34782608695652
20,1574,78.7
10,69,6.9
4,17,4.25
21,2194,104.47619047619048
8,116,14.5
18,279,15.5
7,103,14.714285714285714
9,44,4.888888888888889
15,406,27.066666666666666
20,1363,68.15
11,236,21.454545454545453
5,39,7.8
8,137,17.125
10,79,7.9
6,63,10.5
25,1314,52.56
6,71,11.833333333333334
7,58,8.285714285714286
21,702,33.42857142857143
7,94,13.428571428571429
7,80,11.428571428571429
5,22,4.4
32,1211,37.84375
22,1461,66.4090909090909
20,1968,98.4
16,1091,68.1875
5,55,11.0
19,1366,71.89473684210526
13,313,24.076923076923077
11,62,5.636363636363637
9,92,10.222222222222221
6,72,12.0
21,655,31.19047619047619
18,704,39.111111111111114
8,54,6.75
16,178,11.125
14,1033,73.78571428571429
5,36,7.2
10,122,12.2
7,122,17.428571428571427
27,1123,41.592592592592595
18,497,27.61111111111111
25,691,27.64
20,1363,68.15
4,12,3.0
25,2440,97.6
7,56,8.0
5,37,7.4
21,968,46.095238095238095
15,270,18.0
12,278,23.166666666666668
22,1250,56.81818181818182
17,938,55.1764705882353
28,1178,42.07142857142857
26,1155,44.42307692307692
20,653,32.65
6,49,8.166666666666666
17,506,29.764705882352942
8,38,4.75
23,1650,71.73913043478261
33,1826,55.333333333333336
4,18,4.5
24,906,37.75
8,46,5.75
25,1477,59.08
23,766,33.30434782608695
7,47,6.714285714285714
14,467,33.357142857142854
21,2116,100.76190476190476
25,1298,51.92
6,22,3.6666666666666665
15,396,26.4
4,20,5.0
13,967,74.38461538461539
19,357,18.789473684210527
16,1401,87.5625
4,15,3.75
20,2087,104.35
26,981,37.73076923076923
6,17,2.8333333333333335
22,523,23.772727272727273
4,23,5.75
17,1192,70.11764705882354
20,1958,97.9
9,133,14.777777777777779
17,777,45.705882352941174
9,73,8.11111111111111
10,121,12.1
15,424,28.266666666666666
13,868,66.76923076923077
15,756,50.4
4,12,3.0
25,937,37.48
17,1862,109.52941176470588
14,367,26.214285714285715
20,443,22.15
13,267,20.53846153846154
6,61,10.166666666666666
21,1323,63.0
6,63,10.5
8,64,8.0
19,562,29.57894736842105
19,312,16.42105263157895
16,1156,72.25
16,1104,69.0
4,16,4.0
19,2008,105.6842105263158
9,44,4.888888888888889
14,1574,112.42857142857143
5,63,12.6
12,426,35.5
6,96,16.0
23,635,27.608695652173914
22,757,34.40909090909091
9,125,13.88888888888889
16,332,20.75
8,135,16.875
14,330,23.571428571428573
20,384,19.2
18,1722,95.66666666666667
7,78,11.142857142857142
4,24,6.0
25,1168,46.72
17,957,56.294117647058826
4,15,3.75
5,57,11.4
24,1956,81.5
21,2013,95.85714285714286
14,326,23.285714285714285
9,77,8.555555555555555
20,1313,65.65
8,30,3.75
14,315,22.5
22,660,30.0
7,74,10.571428571428571
7,46,6.571428571428571
8,86,10.75
25,1103,44.12
11,61,5.545454545454546
9,145,16.11111111111111
31,684,22.06451612903226
16,411,25.6875
4,27,6.75
27,1060,39.25925925925926
24,1459,60.791666666666664
4,18,4.5
26,1833,70.5
12,237,19.75
10,48,4.8
26,515,19.807692307692307
15,1020,68.0
11,1370,124.54545454545455
25,1026,41.04
12,301,25.083333333333332
31,684,22.06451612903226
17,499,29.352941176470587
21,1004,47.80952380952381
12,218,18.166666666666668
22,606,27.545454545454547
6,75,12.5
9,106,11.777777777777779
17,990,58.23529411764706
16,1097,68.5625
4,16,4.0
5,34,6.8
16,1711,106.9375
17,438,25.764705882352942
7,75,10.714285714285714
13,225,17.307692307692307
4,18,4.5
17,470,27.647058823529413
9,91,10.11111111111111
18,2525,140.27777777777777
19,504,26.526315789473685
11,235,21.363636363636363
21,1232,58.666666666666664
12,88,7.333333333333333
4,17,4.25
5,24,4.8
7,60,8.571428571428571
26,1020,39.23076923076923
10,155,15.5
5,51,10.2
16,1812,113.25
25,1461,58.44
6,96,16.0
9,160,17.77777777777778
10,139,13.9
22,908,41.27272727272727
8,183,22.875
19,1161,61.10526315789474
14,988,70.57142857142857
27,1072,39.7037037037037
12,174,14.5
22,758,34.45454545454545
11,195,17.727272727272727
6,31,5.166666666666667
17,1084,63.76470588235294
22,685,31.136363636363637
26,1672,64.3076923076923
6,43,7.166666666666667
5,49,9.8
9,133,14.777777777777779
15,363,24.2
18,545,30.27777777777778
31,1065,34.354838709677416
21,2047,97.47619047619048
15,296,19.733333333333334
11,140,12.727272727272727
17,530,31.176470588235293
13,152,11.692307692307692
24,1598,66.58333333333333
8,114,14.25
10,101,10.1
4,25,6.25
22,789,35.86363636363637
7,87,12.428571428571429
11,90,8.181818181818182
20,1215,60.75
22,811,36.86363636363637
7,61,8.714285714285714
18,405,22.5
9,72,8.0
14,189,13.5
5,40,8.0
10,63,6.3
7,52,7.428571428571429
5,39,7.8
25,805,32.2
8,130,16.25
24,1631,67.95833333333333
5,34,6.8
12,152,12.666666666666666
5,21,4.2
7,71,10.142857142857142
23,899,39.08695652173913
10,711,71.1
16,351,21.9375
15,8,0.5333333333333333
11,119,10.818181818181818
4,21,5.25
4,10,2.5
27,973,36.03703703703704
13,1536,118.15384615384616
28,992,35.42857142857143
34,1529,44.970588235294116
17,860,50.588235294117645
23,928,40.34782608695652
18,418,23.22222222222222
16,587,36.6875
19,641,33.73684210526316
4,23,5.75
23,2279,99.08695652173913
6,49,8.166666666666666
17,1779,104.6470588235294
27,1804,66.81481481481481
8,48,6.0
7,83,11.857142857142858
17,1862,109.52941176470588
29,793,27.344827586206897
9,84,9.333333333333334
10,183,18.3
19,1383,72.78947368421052
16,999,62.4375
24,825,34.375
14,246,17.571428571428573
25,610,24.4
9,76,8.444444444444445
22,1286,58.45454545454545
4,30,7.5
8,99,12.375
22,1192,54.18181818181818
18,362,20.11111111111111
19,2130,112.10526315789474
28,1229,43.892857142857146
6,38,6.333333333333333
17,485,28.529411764705884
13,434,33.38461538461539
5,44,8.8
18,496,27.555555555555557
7,78,11.142857142857142
23,2346,102.0
21,794,37.80952380952381
4,17,4.25
5,26,5.2
8,76,9.5
4,15,3.75
7,62,8.857142857142858
10,198,19.8
5,49,9.8
25,802,32.08
15,1736,115.73333333333333
10,57,5.7
18,2302,127.88888888888889
6,37,6.166666666666667
16,310,19.375
19,1305,68.6842105263158
26,832,32.0
19,401,21.105263157894736
23,1501,65.26086956521739
28,1189,42.464285714285715
32,1194,37.3125
21,656,31.238095238095237
23,1540,66.95652173913044
15,311,20.733333333333334
26,820,31.53846153846154
14,274,19.571428571428573
9,57,6.333333333333333
17,448,26.352941176470587
5,44,8.8
8,102,12.75
5,61,12.2
27,1643,60.851851851851855
15,397,26.466666666666665
26,1121,43.11538461538461
16,473,29.5625
8,50,6.25
28,1678,59.92857142857143
7,58,8.285714285714286
9,170,18.88888888888889
2,373,186.5
17,1196,70.3529411764706
8,101,12.625
